-7 14 -42
-8 14 -42
-8 14 -43
-8 13 -43
-9 13 -43
-9 12 -43
-10 12 -43
-10 11 -43
-11 11 -43
-11 10 -43
-12 10 -43
-12 9 -43
-13 9 -43
-13 8 -43
-14 8 -43
-14 7 -43
-15 7 -43
-15 7 -42
-15 6 -42
-16 6 -42
-16 5 -42
-17 5 -42
-18 5 -42
-18 4 -42
-19 4 -42
-19 4 -41
-19 3 -41
-20 3 -41
-21 3 -41
-21 2 -41
-21 2 -40
-22 2 -40
-22 1 -40
-23 1 -40
-23 1 -39
-24 1 -39
-24 0 -39
-25 0 -39
-25 0 -38
-26 0 -38
-26 0 -37
-26 -1 -37
-27 -1 -37
-28 -1 -36
-29 -1 -36
-29 -1 -35
-29 -2 -35
-30 -2 -35
-30 -2 -34
-31 -2 -34
-31 -2 -33
-32 -2 -33
-32 -2 -32
-32 -3 -32
-33 -3 -32
-33 -3 -31
-34 -3 -31
-34 -3 -30
-35 -3 -30
-35 -3 -29
-36 -3 -29
-36 -3 -28
-36 -3 -27
-37 -3 -27
-37 -3 -26
-38 -3 -26
-38 -3 -25
-38 -3 -24
-39 -3 -24
-39 -3 -23
-40 -3 -23
-40 -3 -22
-40 -3 -21
-41 -3 -21
-41 -3 -20
-41 -3 -19
-42 -3 -19
-42 -3 -18
-42 -3 -17
-43 -3 -16
-43 -3 -15
-43 -3 -14
-44 -3 -14
-44 -3 -13
-44 -2 -13
-44 -2 -12
-44 -2 -11
-44 -2 -10
-45 -2 -10
-45 -2 -9
-45 -2 -8
-45 -2 -7
-45 -2 -6
-45 -1 -6
-45 -1 -5
-45 -1 -4
-45 -1 -3
-45 -1 -2
-45 -1 -1
-45 0 0
-45 0 1
-45 0 2
-45 0 3
-45 0 4
-45 0 5
-45 1 5
-45 1 6
-45 1 7
-45 1 8
-45 1 9
-44 1 9
-44 1 10
-44 1 11
-44 1 12
-44 2 12
-44 2 13
-43 2 13
-43 2 14
-43 2 15
-42 2 16
-42 2 17
-42 2 18
-41 2 18
-41 2 19
-41 2 20
-40 2 20
-40 2 21
-40 2 22
-39 2 22
-39 2 23
-38 2 23
-38 2 24
-38 2 25
-37 2 25
-37 2 26
-36 2 26
-36 2 27
-36 2 28
-35 2 28
-35 2 29
-34 2 29
