5 11 -28
4 11 -28
4 10 -28
3 10 -28
3 10 -29
3 9 -29
2 8 -29
2 7 -29
1 7 -29
1 7 -30
1 6 -30
1 5 -30
0 5 -30
0 4 -30
0 3 -30
0 2 -30
0 1 -30
0 0 -30
0 -1 -30
0 -2 -30
0 -3 -30
0 -4 -30
0 -5 -30
0 -6 -30
1 -6 -30
1 -7 -30
1 -8 -30
1 -8 -29
2 -8 -29
2 -9 -29
3 -10 -29
3 -11 -29
3 -11 -28
4 -11 -28
4 -12 -28
5 -12 -28
5 -12 -27
6 -13 -27
7 -13 -27
7 -13 -26
7 -14 -26
8 -14 -26
9 -14 -26
9 -14 -25
9 -15 -25
10 -15 -25
10 -15 -24
11 -15 -24
12 -15 -24
12 -15 -23
13 -15 -23
13 -15 -22
14 -15 -22
15 -15 -22
15 -15 -21
16 -15 -21
16 -15 -20
17 -15 -20
17 -15 -19
18 -15 -19
19 -15 -19
19 -15 -18
20 -15 -18
20 -15 -17
20 -14 -17
21 -14 -17
21 -14 -16
22 -14 -16
22 -13 -16
22 -13 -15
23 -13 -15
23 -13 -14
24 -12 -14
24 -12 -13
25 -12 -13
25 -11 -12
25 -11 -11
26 -11 -11
26 -10 -11
26 -10 -10
27 -9 -10
27 -9 -9
27 -8 -9
27 -8 -8
28 -8 -8
28 -7 -8
28 -7 -7
28 -6 -7
28 -6 -6
29 -6 -6
29 -5 -6
29 -5 -5
29 -4 -5
29 -4 -4
29 -3 -4
29 -3 -3
29 -2 -2
29 -1 -1
30 -1 -1
29 0 0
29 1 1
29 2 2
29 2 3
29 3 3
29 3 4
29 4 4
29 4 5
29 5 5
28 5 5
28 5 6
28 6 6
28 6 7
28 7 7
27 7 7
27 7 8
27 8 8
27 8 9
26 9 9
26 9 10
26 10 10
25 10 10
25 10 11
25 11 12
24 11 12
24 11 13
23 12 13
23 12 14
22 12 14
22 12 15
22 13 15
21 13 15
21 13 16
20 13 16
20 14 16
20 14 17
19 14 17
19 14 18
18 14 18
17 14 18
17 14 19
16 14 19
16 14 20
15 14 20
15 14 21
14 14 21
13 14 21
13 14 22
12 14 22
12 14 23
11 14 23
10 14 23
10 14 24
9 14 24
9 13 24
9 13 25
8 13 25
7 13 25
7 12 25
7 12 26
6 12 26
5 11 26
5 11 27
4 11 27
4 10 27
3 10 27
3 10 28
3 9 28
2 8 28
2 7 28
1 7 28
1 7 29
1 6 29
1 5 29
0 5 29
0 4 29
0 3 29
0 2 29
0 1 29
0 0 29
0 -1 29
0 -2 29
0 -3 29
0 -4 29
0 -5 29
0 -6 29
1 -6 29
1 -7 29
1 -8 29
1 -8 28
2 -8 28
2 -9 28
3 -10 28
3 -11 28
3 -11 27
4 -11 27
4 -12 27
5 -12 27
