-9 10 2
-10 10 2
-9 9 3
-10 11 3
-10 11 4
-11 11 3
-11 12 4
-12 12 3
-11 12 5
-13 11 5
-13 13 5
-14 14 5
-15 13 6
-14 14 6
-14 14 6
-14 14 7
-16 15 7
-16 15 7
-17 15 8
-16 16 8
-17 15 9
-18 16 9
-18 16 9
-19 16 11
-20 17 10
-21 17 11
-20 17 11
-21 17 12
-22 17 11
-22 18 12
-22 18 12
-23 18 14
-23 18 15
-24 19 14
-25 17 14
-25 16 14
-25 16 15
-25 15 14
-25 16 13
-24 15 12
-23 14 13
-24 14 12
-25 13 12
-23 13 11
-24 13 11
-23 12 12
-23 12 10
-22 11 10
-22 12 10
-22 11 10
-21 11 9
-21 10 10
-21 9 8
-20 10 8
-20 10 7
-20 8 7
-19 9 8
-20 9 6
-19 8 6
-18 8 7
-18 8 5
-17 7 5
-17 7 5
-16 8 5
-16 6 4
-16 6 4
-14 6 4
-15 6 3
-15 6 3
-14 5 4
-12 5 3
-13 5 2
-12 5 3
-12 4 1
-11 4 1
-10 4 1
-10 4 0
-10 3 0
-9 2 1
-7 3 1
-8 2 1
-7 2 0
-8 2 0
-5 2 0
-5 1 0
-5 0 0
-4 1 0
-3 0 -1
-2 0 0
-1 -1 0
-1 -1 0
1 -1 1
2 -1 -1
3 -1 -1
3 -2 1
5 -2 0
5 -1 0
7 -2 0
6 -2 0
7 -4 1
8 -4 1
10 -3 1
10 -3 1
11 -3 2
11 -3 2
12 -3 2
14 -3 3
14 -4 3
14 -5 3
16 -4 3
15 -4 4
16 -5 4
17 -3 5
19 -4 5
18 -4 6
19 -4 6
20 -4 7
20 -4 7
21 -4 7
21 -4 7
22 -4 8
23 -4 10
25 -4 9
24 -3 9
25 -3 9
25 -3 11
26 -3 11
27 -3 12
28 -3 12
28 -3 13
28 -3 12
28 -3 13
28 -3 14
29 -2 14
29 -1 14
30 0 14
29 1 15
29 1 14
28 2 13
29 2 13
27 2 12
28 2 12
26 2 13
27 2 11
25 2 10
25 2 10
24 2 10
24 3 10
24 3 9
23 3 10
22 3 7
21 3 9
21 2 7
20 3 7
20 3 6
18 3 6
18 3 6
19 3 5
16 3 5
16 3 3
15 4 4
15 3 3
15 3 3
13 3 3
13 2 4
13 2 1
12 2 2
11 2 2
11 2 2
9 2 1
10 2 1
8 2 1
8 2 1
7 1 0
6 1 0
5 0 0
5 1 0
3 1 0
3 0 1
2 0 -1
1 -1 0
0 0 0
-1 -2 0
-3 -1 0
-3 0 0
-3 -2 1
-4 -2 -1
-5 -2 0
-6 -3 0
-6 -3 0
-8 -3 0
-8 -2 0
-7 -3 1
-8 -4 1
-9 -4 2
-9 -4 1
-10 -5 1
-11 -5 1
-10 -5 2
-11 -5 2
-12 -6 2
-13 -6 2
-12 -6 3
-15 -6 3
-15 -7 3
-14 -7 3
-14 -7 4
-16 -6 4
-16 -8 4
-16 -8 4
-17 -8 4
-17 -10 5
-18 -9 5
-18 -9 6
-19 -10 6
-19 -10 6
-18 -10 7
-20 -11 7
-21 -11 7
-19 -11 8
-21 -12 8
-21 -11 8
-20 -12 9
-22 -12 9
-22 -13 10
